"BOARD","NAME","ADDRESS_AB","POSTAL_COD","CITY","PROVINCE","PHONE_NO","FAX_NO","EMAIL","GRADES","POSTSECOND","DATA_SOURCE","ELEM","JUNIOR_H","SENIOR_H","GLOBAL_ID","POINT"
"The Calgary School Division","Westgate School","150 Westminster Dr SW","T3C2T3","Calgary","AB","(403) 777-8420",,"westgate@cbe.ab.ca","Elementary","N","N","Y","N","N","{D8F13E68-8113-439F-B59F-32A6AE4B4C4C}","POINT (-114.1592141 51.0444949)"
"West Island College Society of Alberta","West Island College","7410 Blackfoot Trail S.E.","T2H1M5","Calgary","AB","(403) 255-5300",,"office@mywic.ca","Junior High/Senior High","N","N","N","Y","Y","{EB071750-C021-48B4-A90A-E9F1D49A089D}","POINT (-114.0521746 50.9871111)"
"The Calgary School Division","Grant MacEwan School","180 Falshire Dr NE","T3J3A5","Calgary","AB","(403) 777-6930",,"grantmacewan@cbe.ab.ca","Elementary","N","N","Y","N","N","{03EC25B4-D3E7-47B4-9A10-C14C71AEA68E}","POINT (-113.942965 51.1064336)"
"The Calgary School Division","James Fowler High School","4004  4 St NW","T2K1A1","Calgary","AB","(403) 230-4743",,"jamesfowler@cbe.ab.ca","Senior High","N","N","N","N","Y","{5FF199F3-ADDB-4259-822E-DC21B184E433}","POINT (-114.0705306 51.0865389)"
"The Calgary School Division","Glenmeadows School","4931 Grove Hill Rd SW","T3E4G4","Calgary","AB","(403) 777-5235",,"glenmeadows@cbe.ab.ca","Elementary","N","N","Y","N","N","{CEAC79DB-93FB-4B72-ADEF-5DC56C66CE7F}","POINT (-114.1589433 51.0348685)"
"The Calgary School Division","Battalion Park School","369 Sienna Park Dr SW","T3H4S2","Calgary","AB","(403) 777-7187",,"battalionpark@cbe.ab.ca","Elementary","N","N","Y","N","N","{EFC2E01C-D389-411D-8BF6-979EAECCCC7A}","POINT (-114.1819153 51.0235736)"
"The Southern Francophone Education Region","École de la Source","360 - 94 Avenue S.E.","T2J0E8","Calgary","AB","(403) 255-6724",,,"Elementary/Junior High","N","N","Y","Y","N","{498C9C09-02BB-4142-B167-054324A05545}","POINT (-114.0618391 50.9692407)"
"The Calgary Roman Catholic Separate School Division","St. John XXIII School","1420 Falconridge Drive N.E.","T3J2C3","Calgary","AB","(403) 500-2080",,"stjohn23@cssd.ab.ca","Elementary/Junior High","N","N","Y","Y","N","{2E7042F1-EE21-4162-9E88-CBA828BAB638}","POINT (-113.939007 51.1014084)"
"Calgary Academy Society","Calgary Academy","1677 93 rd Street S.W.","T3H0R3","Calgary","AB","(403) 686-6444",,"info@calgaryacademy.com","Elementary/Junior High/Senior High","N","N","Y","Y","Y","{7116B93D-4B47-466F-B583-7B9610B34E6C}","POINT (-114.2243915 51.039438)"
"The Calgary School Division","Terry Fox School","139 Falshire Dr NE","T3J1P7","Calgary","AB","(403) 777-8800",,"terryfox@cbe.ab.ca","Junior High","N","N","N","Y","N","{E4582DB9-9F32-4C30-BBED-4BE48EF6F9B4}","POINT (-113.9451182 51.1046637)"
"Phoenix Education Foundation","Phoenix Education Foundation","320 19 Street S.E.","T2E6J6","Calgary","AB","(403) 265-7701",,"info@phoenixfoundation.ca","Elementary/Junior High/Senior High","N","N","Y","Y","Y","{BCDD3CCA-C02B-4EA9-944A-26E5E4DFA06B}","POINT (-114.0078399 51.0502709)"
"The Calgary School Division","Lester B. Pearson High School","3020  52 St NE","T1Y5P4","Calgary","AB","(403) 280-6565",,"lesterbpearson@cbe.ab.ca","Senior High","N","N","N","N","Y","{13BC0C69-219A-4F03-A99C-E53556CC22F9}","POINT (-113.9564118 51.0769567)"
"Alberta Classical Academy Ltd.","Calgary Classical Academy","231 6 St NE","T2E3Y1","Calgary","AB","(587) 885-3688",,"info@calgaryclassicalacademy.ca","Elementary","N","N","Y","N","N","{EC74B85D-43DB-44C7-880C-0B98DA272CF5}","POINT (-114.048834 51.0544287)"
"The Calgary Roman Catholic Separate School Division","St. Rupert School","111 Rundlehill Drive N.E.","T1Y2W9","Calgary","AB","(403) 500-2044",,"strupert@cssd.ab.ca","Elementary","N","N","Y","N","N","{C0A6E65A-A4EA-482D-B301-C6E9655EF724}","POINT (-113.9705409 51.07692)"
"Access Academy Inc.","Access Academy","Suite 100  B1  2451 Dieppe AVE","T3E7K1","Calgary","AB","(403) 903-8619",,"info@accessacademy.ca","Unknown","N","N","N","N","N","{AC2DC222-4FE4-49DD-AD8E-8FF99D469F87}","POINT (-114.119053 51.0192933)"
"The Calgary School Division","William Roper Hull School","2266 Woodpark Ave SW","T2W2Z8","Calgary","AB","(403) 251-8022",,"williamroperhull@cbe.ab.ca","Elementary/Junior High/Senior High","N","N","Y","Y","Y","{BC02FFB8-EA3F-44C8-A724-998B134CE7AF}","POINT (-114.1138467 50.9483694)"
"Aurora Learning Foundation (Calgary)","Aurora Learning Calgary","#137 5305 McCall Way NE","T2E7N7","Calgary","AB","(403) 277-9535",,"evan.rogers@na.oneschoolglobal.com","Elementary/Junior High/Senior High","N","N","Y","Y","Y","{D41C849D-5277-4BCD-8278-48DB89AA9847}","POINT (-114.0030488 51.1013461)"
"The Calgary School Division","Scenic Acres School","50 Scurfield Way NW","T3L1T2","Calgary","AB","(403) 777-6193",,"scenicacres@cbe.ab.ca","Elementary","N","N","Y","N","N","{6314C9C9-A7FF-4AC3-B979-008881C8E615}","POINT (-114.2156709 51.1200958)"
"The Calgary School Division","West View School","Calgary Young Offender Centre  12626 - 85 Street N.W.","T3R1J3","Calgary","AB","(403) 662-3547",,"westview@cbe.ab.ca","Elementary/Junior High/Senior High","N","N","Y","Y","Y","{97247EAA-BCE8-45F2-AC33-EC92F096348C}","POINT (-114.2080279 51.1655373)"
"The Calgary School Division","Lake Bonavista School","1015  120 Ave SE","T2J2L1","Calgary","AB","(403) 777-6871",,"lakebonavista@cbe.ab.ca","Elementary","N","N","Y","N","N","{0B12DA90-D75C-4D85-88F4-5B045B645FB6}","POINT (-114.040938 50.9445477)"
"The Calgary School Division","Chinook Learning Services","2336 53 Ave SW","T2M0T2","Calgary","AB","(403) 777-7200",,"chinooklearning@cbe.ab.ca","Senior High","N","N","N","N","Y","{061FB926-1819-480D-93B8-07ABF3F8A671}","POINT (-114.0654399 51.0685884)"
"The Calgary School Division","Dr. J. K. Mulloy School","7440 10 St NW","T2K1H6","Calgary","AB","(403) 777-6640",,,"Elementary","N","N","Y","N","N","{C0267DC5-18ED-4FD9-87E6-31DAFDF25F5F}","POINT (-114.0799833 51.1192318)"
,"AMBROSE UNIVERSITY",,"T3H0L5","Calgary","AB","(403) 410-2000",,,,"Y","Y",,,,"{D41C9601-E78A-41AC-BDA8-FE7FD7779BF4}","POINT (-114.1930641 51.0337138)"
"The Calgary School Division","Alternative High School","5003  20 St SW","T2T5A5","Calgary","AB","(403) 777-7730",,"alternative@cbe.ab.ca","Senior High","N","N","N","N","Y","{72CB2F3D-751C-406F-8049-B2733C6A7E88}","POINT (-114.1099742 51.0096662)"
"The Calgary Roman Catholic Separate School Division","St. Damien School","3619 - 28 Street S.E.","T2B2J1","Calgary","AB","(403) 500-2073",,"stdamien@cssd.ab.ca","Elementary","N","N","Y","N","N","{76165502-BC6F-4390-87A3-D80E2DA467A0}","POINT (-113.9922423 51.021927)"
"The Calgary School Division","Captain Nichola Goddard School","405 Panatella Blvd NW","T3K0P3","Calgary","AB","(403) 817-3300",,"CaptainNicholaGoddard@cbe.ab.ca","Elementary/Junior High","N","N","Y","Y","N","{6D828F83-70A7-46ED-8E5C-BA9A17938144}","POINT (-114.088693 51.1624577)"
"The Calgary School Division","Start Outreach","3610 9th Street SE","T3B5C2","Calgary","AB","(403) 777-6107",,"discoveringchoices@cbe.ab.ca","Senior High","N","N","N","N","Y","{B348EDC9-C324-4434-8367-2478E4E84FC6}","POINT (-114.2019175 51.0894363)"
"The Calgary Roman Catholic Separate School Division","St. Hubert Elementary School","320 - 72 Avenue N.E.","T2K5J3","Calgary","AB","(403) 500-2067",,"sthubert@cssd.ab.ca","Elementary","N","N","Y","N","N","{1C606255-D651-486D-B54F-ED3F923BFFDF}","POINT (-114.0622275 51.1183827)"
"The Calgary School Division","Stanley Jones School","950 6 St NE","T2E8M3","Calgary","AB","(403) 777-6800",,"Stanleyjones@cbe.ab.ca","Elementary/Junior High","N","N","Y","Y","N","{E95CEFC3-75C3-4772-B356-5EB4926E051D}","POINT (-114.0477215 51.0599122)"
"The Calgary Roman Catholic Separate School Division","St. John Paul II School","119 Castleridge Drive N.E.","T3J1P6","Calgary","AB","(403) 500-2085",,"stjohnpaul2@cssd.ab.ca","Elementary","N","N","Y","N","N","{60D782D0-DB28-46A9-999A-C17F21C22CF0}","POINT (-113.9562136 51.107717)"
"The Calgary Roman Catholic Separate School Division","St. Basil Elementary/Junior High School","919 Tuscany Drive NW","T3L2T5","Calgary","AB","(403) 500-2108",,"stbasil@cssd.ab.ca","Elementary/Junior High","N","N","Y","Y","N","{A72A6392-8EFE-48B9-8E06-3A0AABD4E21F}","POINT (-114.2503314 51.1194252)"
"The Calgary Roman Catholic Separate School Division","St. Brigid","730 Citadel Way, N.W.","T3G5S6","Calgary","AB","(403) 500-2113",,"stbrigid@cssd.ab.ca","Elementary/Junior High","N","N","Y","Y","N","{43041500-F73D-416D-8E52-DA628C24CA9E}","POINT (-114.1877325 51.1463309)"
"The Calgary School Division","R. T. Alderman School","725 Mapleton Dr SE","T2J1S1","Calgary","AB","(403) 777-7520",,"rtalderman@cbe.ab.ca","Elementary/Junior High","N","N","Y","Y","N","{7E1DBA2E-BB19-4E70-A0CC-E63D9FE9F92E}","POINT (-114.0446021 50.9611661)"
"Philippine Cultural Center Foundation (Calgary)","Filipino Language and Cultural School of Calgary","Bay 204 & 206  4656 Westwinds Dr NE","T3J3Z5","Calgary","AB",,,"abdacanay@shaw.ca","Unknown","N","N","N","N","N","{10E21C6D-8F18-4961-AD45-BFCE49052C20}","POINT (-113.9678147 51.1006537)"
"The Palliser School Division","Menno Simons Christian School","7000 Elkton Drive S.W.","T3H4Y7","Calgary","AB","(403) 531-0745",,"office@mennosimons.ab.ca","Elementary/Junior High","N","N","Y","Y","N","{DF964EE1-1FEF-49C1-86D9-9C0284CEDEC3}","POINT (-114.1885153 51.024207)"
"The Calgary School Division","Northern Lights School","711 Coventry Dr NE",,"Calgary","AB","(403) 817-3444",,"northernlights@cbe.ab.ca","Elementary","N","N","Y","N","N","{5AB60B95-38CF-47EC-9D19-153C00662650}","POINT (-114.0469408 51.1576231)"
"The Calgary School Division","Falconridge School","1331 Falconridge Dr NE","T3J1T4","Calgary","AB","(403) 777-6730",,"falconridge@cbe.ab.ca","Elementary","N","N","Y","N","N","{5C07A81C-17CD-4D0B-B60C-EE7965E91D57}","POINT (-113.9454468 51.0993709)"
"Horizon Academy Institute","Horizon Heritage Arabic School","199 Queen Charlotte Way SE","T3C3P1","Calgary","AB","(403) 826-4655",,,"Unknown","N","N","N","N","N","{0718548B-C5C4-4701-8C88-329C3F861FBB}","POINT (-114.1398235 51.0396824)"
"The Calgary School Division","Citadel Park School","808 Citadel Dr NW","T3G4B8","Calgary","AB","(403) 777-8063",,"citadel@cbe.ab.ca","Elementary","N","N","Y","N","N","{6FFC0F78-E717-485B-B440-031E985F47DA}","POINT (-114.1742488 51.1454578)"
"The Calgary School Division","Cecil Swanson School","4820 Rundlewood Dr NE","T1Y5V9","Calgary","AB","(403) 777-6690",,"cecilswanson@cbe.ab.ca","Elementary","N","N","Y","N","N","{C2AE77AC-B135-4401-A6E8-648165029D2B}","POINT (-113.9675574 51.0741889)"
"The Canadian Reformed School Society of Calgary","Tyndale Christian School","28 Hart Estates Blvd. NE","T1X0L3","Calgary","AB","(403) 590-5881",,"tcs@tyndalecalgary.ca","Elementary/Junior High/Senior High","N","N","Y","Y","Y","{77B65071-95DC-44EE-9A8D-E5E72BFE6B2F}","POINT (-113.8677599 51.0586407)"
"The Calgary School Division","Colonel Macleod School","1610  6 St NE","T2E3Y9","Calgary","AB","(403) 777-7500",,"colonelmacleod@cbe.ab.ca","Elementary/Junior High","N","N","Y","Y","N","{D92F7D65-800F-4261-B98F-DC93B02EDCF4}","POINT (-114.0476596 51.0661896)"
"The Calgary School Division","Sam Livingston School","12011 Bonaventure Dr SE","T2J3G7","Calgary","AB","(403) 777-6890",,"samlivingston@cbe.ab.ca","Elementary","N","N","Y","N","N","{D4FCE6F9-2092-4015-84B9-8B941AE739C6}","POINT (-114.0612846 50.9454549)"
"Yufeng Chinese School Centre","Yufeng Chinese School","169 Citadel Ridge Close NW","T3G4V5","Calgary","AB","(403) 681-8617",,"yufengchineseschool@telus.net","Elementary/Junior High/Senior High","N","N","Y","Y","Y","{F7E039C8-864A-4E82-8539-C334AD6494CB}","POINT (-114.1834835 51.1461011)"
"The Calgary Roman Catholic Separate School Division","St. Isabella School","855 Copperfield Blvd SE","T2Z4W8","Calgary","AB","(403) 500-2123",,"stisabella@cssd.ab.ca","Elementary/Junior High","N","N","Y","Y","N","{B6318FE2-2BA7-42CD-A16E-669289009E69}","POINT (-113.9360032 50.9105899)"
"The Calgary School Division","Calgary Home Education","5505 4A St. SW","T2V0Z7","Calgary","AB","(403) 777-8490",,"HomeEducation@cbe.ab.ca","Elementary/Junior High/Senior High","N","N","Y","Y","Y","{B16124A7-02FE-4E2E-A4E0-A7F61FE4D3DD}","POINT (-114.0744582 51.0047107)"
"The Calgary Roman Catholic Separate School Division","St. Josephine Bakhita School","3 Evansglen Cl NW","T3P0P2","Calgary","AB","(403) 500-2136",,"stjosephinebakhita@cssd.ab.ca","Elementary","N","N","Y","N","N","{641CCF2C-A87C-4F7F-B180-B588C9FCB627}","POINT (-114.101512 51.1767822)"
"The Calgary School Division","Auburn Bay School","7 Auburn Bay Ave SE","T3M0K6","Calgary","AB","(403) 817-3540",,"auburnbay@cbe.ab.ca","Elementary","N","N","Y","N","N","{9ED9CE2C-9425-4A75-8194-866ECE1A9F88}","POINT (-113.9623422 50.8967618)"
"The Calgary Roman Catholic Separate School Division","Divine Mercy School","228 Mahogany Blvd. SE","T3M1M5","Calgary","AB","(403) 500-2132",,"divinemercy@cssd.ab.ca","Elementary","N","N","Y","N","N","{39243189-22E8-4EFD-BECA-50B119E3D48D}","POINT (-113.923972 50.9015634)"
"The Calgary School Division","Joane Cardinal-Schubert High School","19480 45 St SE","T3M2P9","Calgary","AB","(403) 817-3600",,"saglassford@cbe.ab.ca","Senior High","N","N","N","N","Y","{7D9ED30D-CA42-4569-B7FF-05DDD243571E}","POINT (-113.9442407 50.8781272)"
"The Calgary Roman Catholic Separate School Division","St. Stephen School","10910 Elbow Drive S.W.","T2W1G6","Calgary","AB","(403) 500-2043",,"ststephen2@cssd.ab.ca","Elementary/Junior High","N","N","Y","Y","N","{EE6FC557-F8C8-4AD6-A16A-9E77204DEE9F}","POINT (-114.0838667 50.9557022)"
"The Southern Francophone Education Region","École La Mosaïque","199 Martindale Blvd NE","T3J3G4","Calgary","AB","(403) 277-2344",,,"Elementary","N","N","Y","N","N","{2E8501AB-BA0B-4677-B042-6A9F8F681FDF}","POINT (-113.957526 51.1137735)"
"The Palliser School Division","Trinity Christian School","#100, 295 Midpark Way S.E.","T2X2A8","Calgary","AB","(403) 254-6682",,,"Elementary/Junior High","N","N","Y","Y","N","{C08D7FB0-5761-4507-AF74-4B1F48E9370F}","POINT (-114.0622509 50.9093351)"
"The Calgary School Division","Ernest Manning High School","20 Springborough Blvd SW","T3H0N7","Calgary","AB","(403) 249-3131",,"ernestmanning@cbe.ab.ca","Senior High","N","N","N","N","Y","{23055171-64E6-4AD3-9D8C-390EBE98D34E}","POINT (-114.1892496 51.0359638)"
"The Calgary School Division","Ranchlands School","610 Ranchlands Blvd NW","T3G2C5","Calgary","AB","(403) 777-6350",,"ranchlands@cbe.ab.ca","Elementary","N","N","Y","N","N","{85744903-B994-4A5F-9D97-D04D4F917C5B}","POINT (-114.179224 51.1187116)"
"Montessori School of Calgary","Montessori School of Calgary","2201 Cliff Street S.W.","T2S2G4","Calgary","AB","(403) 229-1011",,"info@msofc.ca","Elementary","N","N","Y","N","N","{4D0F34F3-4FCF-428D-B8AD-DB030C347538}","POINT (-114.0760919 51.0333678)"
"The Calgary School Division","Christine Meikle School","3525 50 St NW","T3A2Y5","Calgary","AB","(403) 817-3524",,"christinemeikle@cbe.ab.ca","Elementary/Junior High/Senior High","N","N","Y","Y","Y","{6396C296-26BA-4408-97EE-D83A80C9166A}","POINT (-114.16108 51.0845514)"
"The Calgary School Division","Huntington Hills School","820  64 Ave NW","T2K0M5","Calgary","AB","(403) 777-6650",,"huntingtonhills@cbe.ab.ca","Elementary","N","N","Y","N","N","{E477BBB7-140D-421A-A015-1B2473D8FD1B}","POINT (-114.0774711 51.1122157)"
"The Calgary School Division","Andrew Sibbald School","1711 Lake Bonavista Dr SE","T2J2X9","Calgary","AB","(403) 777-6830",,"andrewsibbald@cbe.ab.ca","Elementary","N","N","Y","N","N","{EA4C6B9C-2F1A-4096-9542-0EC1D879F2D8}","POINT (-114.0408918 50.9351853)"
"The Calgary School Division","Douglas Harkness School","6203 24 Ave NE","T1Y2C5","Calgary","AB","(403) 777-6720",,"DouglasHarkness@cbe.ab.ca","Elementary","N","N","Y","N","N","{4E77CDCB-834C-448A-8E98-E0422DC8C6D2}","POINT (-113.9460588 51.0738502)"
"Foundations for the Future Charter Academy Charter School Society","Northeast Elementary Campus","1140 Mayland Drive NE","T2E6C8","Calgary","AB",,,"susan.snowden@ffca-calgary.com","Elementary","N","N","Y","N","N","{15690E79-CACB-4F02-86A4-D3F581CBD3C9}","POINT (-114.0113049 51.064201)"
"The Calgary Roman Catholic Separate School Division","Ascension of Our Lord","509 Harvest Hills Drive N.E.","T3K4G9","Calgary","AB","(403) 500-2075",,,"Elementary/Junior High","N","N","Y","Y","N","{E9429E17-398B-41A0-BFAB-ECA8FE67B6B5}","POINT (-114.059703 51.1469636)"
"The Calgary School Division","Project Trust","3610 - 9th Street SE","T2M4P6","Calgary","AB","(403) 777-6107",,"discoveringchoices@cbe.ab.ca","Unknown","N","N","N","N","N","{49964663-2A33-45C0-B79F-C19A8CAE365C}","POINT (-114.0828546 51.072077)"
"The Calgary Roman Catholic Separate School Division","St. Anne Academic Centre","1010 - 21 Avenue S.E.","T2G1N2","Calgary","AB","(403) 500-2012",,"stanne@cssd.ab.ca","Elementary/Junior High/Senior High","N","N","Y","Y","Y","{9DCDBD9E-FAFD-4174-BA4D-07124C549C70}","POINT (-114.0389376 51.0351446)"
"Centro Linguistico E Culturale Italiano Calgary","Italian School of Calgary","416-1 Avenue N.E.","T2E0B4","Calgary","AB","(403) 264-6349",,"clcic@shaw.ca","Junior High/Senior High","N","N","N","Y","Y","{44D2A2F2-0D8B-4BA3-A798-E16B9B03B607}","POINT (-114.0531614 51.0537531)"
"The Calgary Roman Catholic Separate School Division","Bishop Carroll High School","4624 Richard Road S.W.","T3E6L1","Calgary","AB","(403) 500-2056",,"bishopcarroll@cssd.ab.ca","Senior High","N","N","N","N","Y","{8AF34182-A235-4F97-97F9-0AF2579FB63A}","POINT (-114.1208057 51.0127004)"
"The Calgary Roman Catholic Separate School Division","Our Lady of Lourdes","1916 2nd Street SW","T2S1S3","Calgary","AB","(403) 500-2002",,"ourladyoflourdes@cssd.ab.ca","Elementary/Junior High","N","N","Y","Y","N","{20D7E7C3-42F9-40DF-A1CE-4F2831E8D6AE}","POINT (-114.0681746 51.0356799)"
"Renfrew Educational Services Society","Renfrew Educational Services - Child Development Centre","2050 - 21 Street N.E.","T3B2X9","Calgary","AB","(403) 291-5038",,"renfrew@renfreweducation.org","Unknown","N","N","N","N","N","{BDEFE978-CC8B-4014-821B-4FE40ADBCEF1}","POINT (-114.1439434 51.074772)"
"The Calgary School Division","Dr. George Stanley School","585 Cranston Dr SE","T3M0J4","Calgary","AB","(403) 817-3556",,"drgeorgestanley@cbe.ab.ca","Elementary/Junior High","N","N","Y","Y","N","{ADED398E-A06A-408B-9B86-1B54F0175D2A}","POINT (-113.978303 50.8827839)"
"The Calgary School Division","Branton School","2103  20 St NW","T2M3W1","Calgary","AB","(403) 777-7440",,"branton@cbe.ab.ca","Elementary/Junior High","N","N","Y","Y","N","{B8D6D681-0C49-4FCA-9D94-D50EC0AC5428}","POINT (-114.1090447 51.0712537)"
"Bearspaw Christian School Society","BCS@Home Blended-Learning North Campus","15001 69 Street NW","T3R1C5","Calgary","AB","(403) 295-2566",,"info@bearspawschool.com","Unknown","N","N","N","N","N","{33C184DD-0468-4FC3-953C-B0A236657747}","POINT (-114.1893601 51.1869508)"
"The Palliser School Division","National Sport School","151 Canada Olympic Rd SW","T3B6B7","Calgary","AB","(403) 777-7329",,"robert.jewan@pallisersd.ab.ca","Junior High/Senior High","N","N","N","Y","Y","{B6363779-70DC-4A05-8C1F-AAECEBB4DAB2}","POINT (-114.2210408 51.0848015)"
"The Pembina Hills School Division","Vista Virtual School South","341 -  58 Avenue SE",,"Calgary","AB","(855) 974-5333",,"steven.kaplan@pembinahills.ca","Unknown","N","N","N","N","N","{8F7E2E82-5BF3-48EB-B935-6284CA508138}","POINT (-114.0576739 51.0004922)"
"The Calgary School Division","Bowness High School","4627  77 St NW","T3B2N6","Calgary","AB","(403) 286-5092",,"bowness@cbe.ab.ca","Senior High","N","N","N","N","Y","{F234FD33-649C-4669-A812-A1DF5F4B217A}","POINT (-114.2002653 51.093182)"
"The Calgary School Division","H. D. Cartwright School","5500 Dalhart Rd NW","T3A1V6","Calgary","AB","(403) 777-7420",,"hdcartwright@cbe.ab.ca","Junior High","N","N","N","Y","N","{1E669117-11E7-4460-8B68-4A1FEED74CCE}","POINT (-114.1613417 51.1126553)"
"The Calgary School Division","Sunalta School","536 Sonora Ave SW","T3C2J9","Calgary","AB","(403) 777-8590",,"sunalta@cbe.ab.ca","Elementary","N","N","Y","N","N","{FB25F798-A591-4D0E-8533-9146377CAEB8}","POINT (-114.1109119 51.0413501)"
"The Calgary Roman Catholic Separate School Division","St. Michael School","4511 - 8 Avenue S.W.","T3C0G9","Calgary","AB","(403) 500-2021",,"stmichael@cssd.ab.ca","Elementary/Junior High","N","N","Y","Y","N","{2F6C8D1F-42F5-479F-9080-2A25B65943BA}","POINT (-114.1515917 51.0447916)"
"The Renert School Foundation","Renert School","14 Royal Vista Link NW","T3R0K4","Calgary","AB","(587) 353-1053",,"info@renertschool.ca","Elementary/Junior High/Senior High","N","N","Y","Y","Y","{468545C2-19DB-4CA7-86B1-0B5F8AAAEE69}","POINT (-114.2028508 51.1518438)"
"The Calgary School Division","Belvedere Parkway School","4631  85 St NW","T3B2R8","Calgary","AB","(403) 777-6010",,"belvedereparkway@cbe.ab.ca","Elementary","N","N","Y","N","N","{A6B907B7-AF3F-4D3D-A9E1-F297F82D3FB2}","POINT (-114.2115735 51.0927236)"
"The Calgary School Division","Ian Bazalgette School","3909  26 Ave SE","T2B0C6","Calgary","AB","(403) 777-7360",,"ianbazalgette@cbe.ab.ca","Junior High","N","N","N","Y","N","{B51AC359-5768-4921-B207-47D7B1B7D330}","POINT (-113.9776832 51.0298368)"
"The Calgary Roman Catholic Separate School Division","Corpus Christi School","5607 Thornton Road N.W.","T2K3C1","Calgary","AB","(403) 500-2023",,"corpuschristi@cssd.ab.ca","Elementary","N","N","Y","N","N","{CDE500AF-C522-4D1A-9917-8622E914462C}","POINT (-114.0680461 51.1016037)"
"The Calgary School Division","Tom Baines School","250 Edgepark Blvd NW","T3A3S2","Calgary","AB","(403) 777-7190",,"tombaines@cbe.ab.ca","Elementary/Junior High","N","N","Y","Y","N","{7D6285A1-574D-454A-96F3-AAE513C7C8B6}","POINT (-114.1570078 51.1335211)"
"The Calgary School Division","Alex Ferguson School","1704  26 St SW","T3C1K5","Calgary","AB","(403) 777-8270",,"alexanderferguson@cbe.ab.ca","Elementary","N","N","Y","N","N","{B074E2AE-5780-40F2-868B-4EF8CFC7F782}","POINT (-114.1229979 51.0393705)"
"The Calgary School Division","Ted Harrison School","215 Taravista Way NE","T3J4L1","Calgary","AB","(403) 817-3330",,"TedHarrison@cbe.ab.ca","Elementary/Junior High","N","N","Y","Y","N","{49A1D362-3167-4BF7-A4D0-DAA330968E6A}","POINT (-113.9282685 51.1172395)"
"The Calgary School Division","Pineridge School","1927  61 St NE","T1Y4W6","Calgary","AB","(403) 777-6750",,"pineridge@cbe.ab.ca","Elementary","N","N","Y","N","N","{A1CFD9F4-C336-480D-8E9C-8F6D1BB0A340}","POINT (-113.9452435 51.0703316)"
"The Calgary School Division","Midnapore School","55 Midpark Rise SE","T2X1L7","Calgary","AB","(403) 777-8680",,"midnapore@cbe.ab.ca","Elementary","N","N","Y","N","N","{16238F4B-B362-469D-93F9-8543C930FB8F}","POINT (-114.0551889 50.9150469)"
"The Calgary Roman Catholic Separate School Division","Madeleine D' Houet Bilingual School","108 - 22 Street N.W.","T2N2M8","Calgary","AB","(403) 500-2008",,"madeleinedhouet@cssd.ab.ca","Junior High","N","N","N","Y","N","{A0D3FC3D-3987-47AA-B9EF-C0521DC79FB2}","POINT (-114.1122526 51.0532003)"
"Foundations for the Future Charter Academy Charter School Society","Southeast Elementary Campus","9711 Academy Drive SE","T2J1A9","Calgary","AB","(430) 258-2728",,,"Elementary","N","N","Y","N","N","{3E3722DF-F86E-4F43-8AF5-1C1CEB96C523}","POINT (-114.0454205 50.9672487)"
"The Calgary Roman Catholic Separate School Division","Sacred Heart Elementary School","1312 - 15 Street S.W.","T3C0T6","Calgary","AB","(403) 500-2004",,"sacredheart@cssd.ab.ca","Elementary","N","N","Y","N","N","{E22D097F-D8BB-4A81-96F7-DF5B2EBBB498}","POINT (-114.0966401 51.040932)"
"The Calgary School Division","Fairview School","7840 Fairmount Dr SE","T2H0Y1","Calgary","AB","(403) 777-7900",,"fairview@cbe.ab.ca","Elementary/Junior High","N","N","Y","Y","N","{36BEB779-41A7-42DB-A2C1-A7EDA93D06A9}","POINT (-114.0594643 50.9839923)"
"The Calgary Roman Catholic Separate School Division","John Costello Catholic School","300 Strathcona Drive S.W.","T3H1N9","Calgary","AB","(403) 500-2003",,"Johncostello@cssd.ab.ca","Elementary","N","N","Y","N","N","{8DD97283-1908-4ED4-85E0-0F12B3B1E65C}","POINT (-114.1807218 51.0488393)"
"The Calgary Roman Catholic Separate School Division","St. Wilfrid Elementary School","4225 - 44 Avenue N.E.","T1Y4Y1","Calgary","AB","(403) 500-2077",,"stwilfrid@cssd.ab.ca","Elementary","N","N","Y","N","N","{B8210E2D-E1A1-46AD-B9C3-B5123B7D2A2C}","POINT (-113.969019 51.0919284)"
"Hellenic Society of Calgary and District","Greek Community School","1 Tamarac Crescent S.W.","T3C3B7","Calgary","AB","(403) 246-4553",,"greekschool@calgaryhellenic.com","Senior High","N","N","N","N","Y","{381C2D71-C7C7-4F90-A71A-C21DFF894600}","POINT (-114.137508 51.0481806)"
"The Calgary School Division","Prairie Sky School","201 Skyview Ranch Road NE","T3N2E7","Calgary","AB","(403) 817-3452",,"prairiesky@cbe.ab.ca","Elementary/Junior High","N","N","Y","Y","N","{14C6C981-F081-4075-9714-54E9280E43CE}","POINT (-113.9569039 51.1621393)"
"The Calgary School Division","Monterey Park School","7400 California Blvd NE","T1Y6R2","Calgary","AB","(403) 777-7233",,"montereypark@cbe.ab.ca","Elementary","N","N","Y","N","N","{B75ACFB5-4DEB-45AB-9685-9A5B5C762CE9}","POINT (-113.9304971 51.0774314)"
"The Calgary School Division","Robert Warren School","12424 Elbow Dr SW","T2W1H2","Calgary","AB","(403) 777-7690",,"robertwarren@cbe.ab.ca","Elementary/Junior High","N","N","Y","Y","N","{D648F4CC-AF83-4447-AA0F-9D7EA3E52281}","POINT (-114.0848313 50.9425285)"
